lp_id,lp_name,country,cable_count
st-joseph-mi-united-states,"St. Joseph, MI, United States",United States,1
sitia-greece,"Sitia, Greece",Greece,1
so-mateus-brazil,"São Mateus, Brazil",Brazil,1
snaw-naw-as-bc-canada,"Snaw-naw-as, BC, Canada",Canada,1
so-paulo-de-olivena-brazil,"São Paulo de Olivença, Brazil",Brazil,1
so-sebastio-da-boa-vista-brazil,"São Sebastião da Boa Vista, Brazil",Brazil,1
sochi-russia,"Sochi, Russia",Russia,1
smith-island-bc-canada,"Smith Island, BC, Canada",Canada,1
skewjack-united-kingdom,"Skewjack, United Kingdom",United Kingdom,1
skelberry-united-kingdom,"Skelberry, United Kingdom",United Kingdom,1
skatrarna-finland,"Skatörarna, Finland",Finland,1
skalvik-sweden,"Skalvik, Sweden",Sweden,1
skaill-united-kingdom,"Skaill, United Kingdom",United Kingdom,1
skagway-ak-united-states,"Skagway, AK, United States",United States,1
sizewell-united-kingdom,"Sizewell, United Kingdom",United Kingdom,1
sitka-ak-united-states,"Sitka, AK, United States",United States,1
sitio-brazil,"Sitio, Brazil",Brazil,1
shoreham-ny-united-states,"Shoreham, NY, United States",United States,1
st-louis-saint-martin,"St. Louis, Saint Martin",Saint Martin,1
scarinish-united-kingdom,"Scarinish, United Kingdom",United Kingdom,1
semarang-indonesia,"Semarang, Indonesia",Indonesia,1
stories-beach-bc-canada,"Stories Beach, BC, Canada",Canada,1
selayar-indonesia,"Selayar, Indonesia",Indonesia,1
stove-united-kingdom,"Stove, United Kingdom",United Kingdom,1
stromboli-italy,"Stromboli, Italy",Italy,1
sture-norway,"Sture, Norway",Norway,1
suemlaki-indonesia,"Suemlaki, Indonesia",Indonesia,1
seba-indonesia,"Seba, Indonesia",Indonesia,1
sugar-dock-saipan-northern-mariana-islands,"Sugar Dock, Saipan, Northern Mariana Islands",Northern Mariana Islands,1
seaford-bc-canada,"Seaford, BC, Canada",Canada,1
scuthvie-bay-united-kingdom,"Scuthvie Bay, United Kingdom",United Kingdom,1
scoor-united-kingdom,"Scoor, United Kingdom",United Kingdom,1
schooner-bight-colombia,"Schooner Bight, Colombia",Colombia,1
scarlett-point-bc-canada,"Scarlett Point, BC, Canada",Canada,1
sumburgh-united-kingdom,"Sumburgh, United Kingdom",United Kingdom,1
sumgait-azerbaijan,"Sumgait, Azerbaijan",Azerbaijan,1
stonington-me-united-states,"Stonington, ME, United States",United States,1
sendai-japan,"Sendai, Japan",Japan,1
st-martins-nb-canada,"St. Martins, NB, Canada",Canada,1
stintino-italy,"Stintino, Italy",Italy,1
shindu-ri-south-korea,"Shindu-Ri, South Korea",South Korea,1
st-ouens-bay-jersey,"St. Ouens Bay, Jersey",Jersey,1
shikinejima-japan,"Shikinejima, Japan",Japan,1
st-pauls-bay-malta,"St. Paul's Bay, Malta",Malta,1
shearwater-bc-canada,"Shearwater, BC, Canada",Canada,1
shawl-bay-bc-canada,"Shawl Bay, BC, Canada",Canada,1
stag-harbour-nl-canada,"Stag Harbour, NL, Canada",Canada,1
sharm-el-sheikh-egypt,"Sharm el-Sheikh, Egypt",Egypt,1
sharjah-united-arab-emirates,"Sharjah, United Arab Emirates",United Arab Emirates,1
seydisfjordur-iceland,"Seydisfjordur, Iceland",Iceland,1
stanley-tas-australia,"Stanley, TAS, Australia",Australia,1
sthammar-sweden,"Östhammar, Sweden",Sweden,1
serwaru-indonesia,"Serwaru, Indonesia",Indonesia,1
seraya-indonesia,"Seraya, Indonesia",Indonesia,1
sept-les-qc-canada,"Sept-Îles, QC, Canada",Canada,1
saipan-northern-mariana-islands,"Saipan, Northern Mariana Islands",Northern Mariana Islands,1
sainte-anne-des-monts-qc-canada,"Sainte-Anne-des-Monts, QC, Canada",Canada,1
port-nl-france,"Port Nâl, France",France,1
puerto-la-cruz-venezuela,"Puerto La Cruz, Venezuela",Venezuela,1
puerto-viejo-venezuela,"Puerto Viejo, Venezuela",Venezuela,1
puerto-saavedra-chile,"Puerto Saavedra, Chile",Chile,1
tlell-bc-canada,"Tlell, BC, Canada",Canada,1
toahotu-french-polynesia,"To'ahotu, French Polynesia",French Polynesia,1
toamasina-madagascar,"Toamasina, Madagascar",Madagascar,1
tobelo-indonesia,"Tobelo, Indonesia",Indonesia,1
puerto-lempira-honduras,"Puerto Lempira, Honduras",Honduras,1
tobermory-united-kingdom,"Tobermory, United Kingdom",United Kingdom,1
saint-pierre-saint-pierre-and-miquelon,"Saint-Pierre, Saint Pierre and Miquelon",Saint Pierre and Miquelon,1
tobishima-japan,"Tobishima, Japan",Japan,1
toco-trinidad-and-tobago,"Toco, Trinidad and Tobago",Trinidad and Tobago,1
tocopilla-chile,"Tocopilla, Chile",Chile,1
tofino-bc-canada,"Tofino, BC, Canada",Canada,1
togiak-ak-united-states,"Togiak, AK, United States",United States,1
puerto-colombia-colombia,"Puerto Colombia, Colombia",Colombia,1
puerto-chacabuco-chile,"Puerto Chacabuco, Chile",Chile,1
puerto-williams-chile,"Puerto Williams, Chile",Chile,1
tjele-denmark,"Tjele, Denmark",Denmark,1
tjeldbergodden-norway,"Tjeldbergodden, Norway",Norway,1
puger-indonesia,"Puger, Indonesia",Indonesia,1
qaqortoq-greenland,"Qaqortoq, Greenland",Greenland,1
tidore-indonesia,"Tidore, Indonesia",Indonesia,1
tijuana-mexico,"Tijuana, Mexico",Mexico,1
puttgarden-germany,"Puttgarden, Germany",Germany,1
tiksi-russia,"Tiksi, Russia",Russia,1
punta-salinas-pr-united-states,"Punta Salinas, PR, United States",United States,1
punta-dungeness-argentina,"Punta Dungeness, Argentina",Argentina,1
punta-del-este-uruguay,"Punta del Este, Uruguay",Uruguay,1
tinocas-canary-islands-spain,"Tinocas, Canary Islands, Spain",Spain,1
tinos-greece,"Tinos, Greece",Greece,1
punta-arenas-chile,"Punta Arenas, Chile",Chile,1
pulteney-point-bc-canada,"Pulteney Point, BC, Canada",Canada,1
pulau-perhentian-kecil-malaysia,"Pulau Perhentian Kecil, Malaysia",Malaysia,1
pulau-perhentian-besar-malaysia,"Pulau Perhentian Besar, Malaysia",Malaysia,1
titahi-bay-new-zealand,"Titahi Bay, New Zealand",New Zealand,1
tokashiki-japan,"Tokashiki, Japan",Japan,1
puerto-cabezas-nicaragua,"Puerto Cabezas, Nicaragua",Nicaragua,1
puerto-cabello-venezuela,"Puerto Cabello, Venezuela",Venezuela,1
toquaht-bay-bc-canada,"Toquaht Bay, BC, Canada",Canada,1
porto-santo-portugal,"Porto Santo, Portugal",Portugal,1
porto-rafti-greece,"Porto Rafti, Greece",Greece,1
toronto-on-canada,"Toronto, ON, Canada",Canada,1
torquay-vic-australia,"Torquay, VIC, Australia",Australia,1
porto-alegre-brazil,"Porto Alegre, Brazil",Brazil,1
torre-mileto-italy,"Torre Mileto, Italy",Italy,1
porthcressa-beach-united-kingdom,"Porthcressa Beach, United Kingdom",United Kingdom,1
torshavn-faroe-islands,"Torshavn, Faroe Islands",Faroe Islands,1
portage-ak-united-states,"Portage, AK, United States",United States,1
tortel-chile,"Tortel, Chile",Chile,1
portachur-point-united-kingdom,"Portachur Point, United Kingdom",United Kingdom,1
toshima-japan,"Toshima, Japan",Japan,1
totalenergies-halfdan-denmark,"TotalEnergies Halfdan, Denmark",Denmark,1
totalenergies-tyra-denmark,"TotalEnergies Tyra, Denmark",Denmark,1
port-ramsay-united-kingdom,"Port Ramsay, United Kingdom",United Kingdom,1
porto-seguro-brazil,"Porto Seguro, Brazil",Brazil,1
porto-velho-brazil,"Porto Velho, Brazil",Brazil,1
prudhoe-bay-ak-united-states,"Prudhoe Bay, AK, United States",United States,1
topolobampo-mexico,"Topolobampo, Mexico",Mexico,1
providenciales-turks-and-caicos-islands,"Providenciales, Turks and Caicos Islands",Turks and Caicos Islands,1
propriano-france,"Propriano, France",France,1
pringgabaya-indonesia,"Pringgabaya, Indonesia",Indonesia,1
preveza-greece,"Preveza, Greece",Greece,1
tolmeta-libya,"Tolmeta, Libya",Libya,1
tom-island-bc-canada,"Tom Island, BC, Canada",Canada,1
pozzallo-italy,"Pozzallo, Italy",Italy,1
powell-river-bc-canada,"Powell River, BC, Canada",Canada,1
so-gabriel-da-cachoeira-brazil,"São Gabriel da Cachoeira, Brazil",Brazil,1
tonantins-brazil,"Tonantins, Brazil",Brazil,1
portrane-ireland,"Portrane, Ireland",Ireland,1
portpatrick-united-kingdom,"Portpatrick, United Kingdom",United Kingdom,1
tong-fuk-china,"Tong Fuk, China",China,1
portoscuso-italy,"Portoscuso, Italy",Italy,1
portoferraio-italy,"Portoferraio, Italy",Italy,1
tiakur-indonesia,"Tiakur, Indonesia",Indonesia,1
qualicum-beach-bc-canada,"Qualicum Beach, BC, Canada",Canada,1
quaqtaq-qc-canada,"Quaqtaq, QC, Canada",Canada,1
tautira-french-polynesia,"Tautira, French Polynesia",French Polynesia,1
rota-spain,"Rota, Spain",Spain,1
rota-northern-mariana-islands,"Rota, Northern Mariana Islands",Northern Mariana Islands,1
teahupoo-french-polynesia,"Teahupo'o, French Polynesia",French Polynesia,1
tebingtinggi-island-indonesia,"Tebingtinggi Island, Indonesia",Indonesia,1
roseau-dominica,"Roseau, Dominica",Dominica,1
rose-blanche-nl-canada,"Rose Blanche, NL, Canada",Canada,1
rosarito-mexico,"Rosarito, Mexico",Mexico,1
roquetas-de-mar-spain,"Roquetas de Mar, Spain",Spain,1
rome-italy,"Rome, Italy",Italy,1
tejn-denmark,"Tejn, Denmark",Denmark,1
rodney-bay-saint-lucia,"Rodney Bay, Saint Lucia",Saint Lucia,1
telde-spain,"Telde, Spain",Spain,1
rodbyhavn-denmark,"Rodbyhavn, Denmark",Denmark,1
rockly-bay-trinidad-and-tobago,"Rockly Bay, Trinidad and Tobago",Trinidad and Tobago,1
rock-sound-bahamas,"Rock Sound, Bahamas",Bahamas,1
tchoima-congo-dem-rep-,"Tchoima, Congo, Dem. Rep.","Congo, Dem. Rep.",1
rrvik-norway,"Rørvik, Norway",Norway,1
telisai-brunei,"Telisai, Brunei",Brunei,1
rst-norway,"Røst, Norway",Norway,1
tarama-japan,"Tarama, Japan",Japan,1
saint-paul-runion,"Saint Paul, Réunion",Réunion,1
saint-maarten-sint-maarten,"Saint Maarten, Sint Maarten",Sint Maarten,1
saint-louis-guadeloupe,"Saint-Louis, Guadeloupe",Guadeloupe,1
saint-hilaire-de-riez-france,"Saint-Hilaire-de-Riez, France",France,1
saint-franois-guadeloupe,"Saint-François, Guadeloupe",Guadeloupe,1
saida-lebanon,"Saida, Lebanon",Lebanon,1
tarawa-kiribati,"Tarawa, Kiribati",Kiribati,1
tarifa-spain,"Tarifa, Spain",Spain,1
taro-solomon-islands,"Taro, Solomon Islands",Solomon Islands,1
tarrafal-de-so-nicolau-cape-verde,"Tarrafal de São Nicolau, Cape Verde",Cape Verde,1
tasiujaq-qc-canada,"Tasiujaq, QC, Canada",Canada,1
rurutu-french-polynesia,"Rurutu, French Polynesia",French Polynesia,1
ruppione-france,"Ruppione, France",France,1
ruperts-bay-saint-helena-ascension-and-tristan-da-cunha,"Rupert's Bay, Saint Helena, Ascension and Tristan da Cunha","Saint Helena, Ascension and Tristan da Cunha",1
telegraph-cove-bc-canada,"Telegraph Cove, BC, Canada",Canada,1
teluk-indonesia,"Teluk, Indonesia",Indonesia,1
quatsino-bc-canada,"Quatsino, BC, Canada",Canada,1
rapness-united-kingdom,"Rapness, United Kingdom",United Kingdom,1
terre-de-haut-guadeloupe,"Terre-de-Haut, Guadeloupe",Guadeloupe,1
rangiroa-french-polynesia,"Rangiroa, French Polynesia",French Polynesia,1
terre-rouge-mauritius,"Terre Rouge, Mauritius",Mauritius,1
thanlyin-myanmar,"Thanlyin, Myanmar",Myanmar,1
rangat-india,"Rangat, India",India,1
the-hague-netherlands,"The Hague, Netherlands",Netherlands,1
ranai-indonesia,"Ranai, Indonesia",Indonesia,1
the-valley-anguilla,"The Valley, Anguilla",Anguilla,1
raha-indonesia,"Raha, Indonesia",Indonesia,1
thinadhoo-maldives,"Thinadhoo, Maldives",Maldives,1
quoyness-united-kingdom,"Quoyness, United Kingdom",United Kingdom,1
quinhagak-ak-united-states,"Quinhagak, AK, United States",United States,1
quellon-chile,"Quellon, Chile",Chile,1
queens-cove-bc-canada,"Queens Cove, BC, Canada",Canada,1
thorlakshofn-iceland,"Thorlakshofn, Iceland",Iceland,1
terra-santa-brazil,"Terra Santa, Brazil",Brazil,1
rarotonga-cook-islands,"Rarotonga, Cook Islands",Cook Islands,1
rishon-lezion-israel,"Rishon Le’Zion, Israel",Israel,1
ras-lanuf-libya,"Ras Lanuf, Libya",Libya,1
rishirifuji-japan,"Rishirifuji, Japan",Japan,1
riohacha-colombia,"Riohacha, Colombia",Colombia,1
terceira-portugal,"Terceira, Portugal",Portugal,1
rio-branco-brazil,"Rio Branco, Brazil",Brazil,1
ridley-island-bc-canada,"Ridley Island, BC, Canada",Canada,1
riding-point-bahamas,"Riding Point, Bahamas",Bahamas,1
rengit-malaysia,"Rengit, Malaysia",Malaysia,1
refuge-cove-bc-canada,"Refuge Cove, BC, Canada",Canada,1
teriberka-russia,"Teriberka, Russia",Russia,1
redondo-beach-ca-united-states,"Redondo Beach, CA, United States",United States,1
recife-brazil,"Recife, Brazil",Brazil,1
rebun-japan,"Rebun, Japan",Japan,1
rdvig-denmark,"Rødvig, Denmark",Denmark,1
rayong-thailand,"Rayong, Thailand",Thailand,1
ratmalana-sri-lanka,"Ratmalana, Sri Lanka",Sri Lanka,1
aasiaat-greenland,"Aasiaat, Greenland",Greenland,1
maamigili-maldives,"Maamigili, Maldives",Maldives,1
naknek-ak-united-states,"Naknek, AK, United States",United States,1
copa-club-jamaica,"Copa Club, Jamaica",Jamaica,1
conference-grenada,"Conference, Grenada",Grenada,1
condado-beach-pr-united-states,"Condado Beach, PR, United States",United States,1
conakry-guinea,"Conakry, Guinea",Guinea,1
comox-bc-canada,"Comox, BC, Canada",Canada,1
coln-panama,"Colón, Panama",Panama,1
collo-algeria,"Collo, Algeria",Algeria,1
coleraine-united-kingdom,"Coleraine, United Kingdom",United Kingdom,1
cold-bay-ak-united-states,"Cold Bay, AK, United States",United States,1
coilleag-united-kingdom,"Coilleag, United Kingdom",United Kingdom,1
codroy-nl-canada,"Codroy, NL, Canada",Canada,1
cockburn-town-bahamas,"Cockburn Town, Bahamas",Bahamas,1
coari-brazil,"Coari, Brazil",Brazil,1
coal-harbour-bc-canada,"Coal Harbour, BC, Canada",Canada,1
cloverdale-or-united-states,"Cloverdale, OR, United States",United States,1
clovelly-nsw-australia,"Clovelly, NSW, Australia",Australia,1
clonshaugh-ireland,"Clonshaugh, Ireland",Ireland,1
claveria-philippines,"Claveria, Philippines",Philippines,1
clarence-town-bahamas,"Clarence Town, Bahamas",Bahamas,1
ciudad-lzaro-crdenas-mexico,"Ciudad Lázaro Cárdenas, Mexico",Mexico,1
cirebon-indonesia,"Cirebon, Indonesia",Indonesia,1
cienfuegos-cuba,"Cienfuegos, Cuba",Cuba,1
constitucin-chile,"Constitución, Chile",Chile,1
cordova-bay-bc-canada,"Cordova Bay, BC, Canada",Canada,1
dakhla-morocco,"Dakhla, Morocco",Morocco,1
corfu-greece,"Corfu, Greece",Greece,1
daanbantayan-philippines,"Daanbantayan, Philippines",Philippines,1
cusbay-united-kingdom,"Cusbay, United Kingdom",United Kingdom,1
curu-brazil,"Curuá, Brazil",Brazil,1
current-bahamas,"Current, Bahamas",Bahamas,1
curralinho-brazil,"Curralinho, Brazil",Brazil,1
cuman-venezuela,"Cumaná, Venezuela",Venezuela,1
cruzeiro-do-sul-brazil,"Cruzeiro do Sul, Brazil",Brazil,1
crown-haven-bahamas,"Crown Haven, Bahamas",Bahamas,1
crotone-italy,"Crotone, Italy",Italy,1
crooked-island-bahamas,"Crooked Island, Bahamas",Bahamas,1
crockness-united-kingdom,"Crockness, United Kingdom",United Kingdom,1
cristbal-panama,"Cristóbal, Panama",Panama,1
crescent-beach-ri-united-states,"Crescent Beach, RI, United States",United States,1
craighouse-united-kingdom,"Craighouse, United Kingdom",United Kingdom,1
cousins-inlet-bc-canada,"Cousins Inlet, BC, Canada",Canada,1
corvo-portugal,"Corvo, Portugal",Portugal,1
corrie-united-kingdom,"Corrie, United Kingdom",United Kingdom,1
corran-united-kingdom,"Corran, United Kingdom",United Kingdom,1
corralejo-canary-islands-spain,"Corralejo, Canary Islands, Spain",Spain,1
coro-venezuela,"Coro, Venezuela",Venezuela,1
cork-ireland,"Cork, Ireland",Ireland,1
chumphon-thailand,"Chumphon, Thailand",Thailand,1
christiansted-virgin-islands-u-s-,"Christiansted, Virgin Islands (U.S.)",Virgin Islands (U.S.),1
christchurch-new-zealand,"Christchurch, New Zealand",New Zealand,1
chisasibi-qc-canada,"Chisasibi, QC, Canada",Canada,1
caracara-brazil,"Caracaraí, Brazil",Brazil,1
car-nicobar-india,"Car Nicobar, India",India,1
capri-strand-sweden,"Capri Strand, Sweden",Sweden,1
capraia-isola-italy,"Capraia Isola, Italy",Italy,1
capesterre-belle-eau-guadeloupe,"Capesterre-Belle-Eau, Guadeloupe",Guadeloupe,1
cape-town-south-africa,"Cape Town, South Africa",South Africa,1
cape-roger-curtis-bc-canada,"Cape Roger Curtis, BC, Canada",Canada,1
cape-ray-nl-canada,"Cape Ray, NL, Canada",Canada,1
cape-jervis-sa-australia,"Cape Jervis, SA, Australia",Australia,1
cape-daguilar-china,"Cape D’Aguilar, China",China,1
canouan-saint-vincent-and-the-grenadines,"Canouan, Saint Vincent and the Grenadines",Saint Vincent and the Grenadines,1
canneto-italy,"Canneto, Italy",Italy,1
cannes-france,"Cannes, France",France,1
canefield-dominica,"Canefield, Dominica",Dominica,1
camuri-venezuela,"Camuri, Venezuela",Venezuela,1
campbell-river-bc-canada,"Campbell River, BC, Canada",Canada,1
camiguin-island-philippines,"Camiguin Island, Philippines",Philippines,1
cama-beach-wa-united-states,"Cama Beach, WA, United States",United States,1
calvi-france,"Calvi, France",France,1
callantsoog-netherlands,"Callantsoog, Netherlands",Netherlands,1
calgary-united-kingdom,"Calgary, United Kingdom",United Kingdom,1
carana-seychelles,"Carana, Seychelles",Seychelles,1
carloforte-italy,"Carloforte, Italy",Italy,1
carpano-venezuela,"Carúpano, Venezuela",Venezuela,1
chateaubelair-saint-vincent-and-the-grenadines,"Chateaubelair, Saint Vincent and the Grenadines",Saint Vincent and the Grenadines,1
chignik-lake-ak-united-states,"Chignik Lake, AK, United States",United States,1
chignik-lagoon-ak-united-states,"Chignik Lagoon, AK, United States",United States,1
chignik-bay-ak-united-states,"Chignik Bay, AK, United States",United States,1
chichiriviche-venezuela,"Chichiriviche, Venezuela",Venezuela,1
chichijima-japan,"Chichijima, Japan",Japan,1
chicago-il-united-states,"Chicago, IL, United States",United States,1
chetlat-india,"Chetlat, India",India,1
chenega-ak-united-states,"Chenega, AK, United States",United States,1
chatham-point-bc-canada,"Chatham Point, BC, Canada",Canada,1
charlevoix-mi-united-states,"Charlevoix, MI, United States",United States,1
carriacou-grenada,"Carriacou, Grenada",Grenada,1
chai-wan-china,"Chai Wan, China",China,1
cebu-philippines,"Cebu, Philippines",Philippines,1
cayman-brac-cayman-islands,"Cayman Brac, Cayman Islands",Cayman Islands,1
cavite-philippines,"Cavite, Philippines",Philippines,1
caves-point-bahamas,"Caves Point, Bahamas",Bahamas,1
castries-saint-lucia,"Castries, Saint Lucia",Saint Lucia,1
castlefreke-ireland,"Castlefreke, Ireland",Ireland,1
cartagena-chile,"Cartagena, Chile",Chile,1
carrickfergus-united-kingdom,"Carrickfergus, United Kingdom",United Kingdom,1
dadeng-island-china,"Dadeng Island, China",China,1
dalian-china,"Dalian, China",China,1
ganavan-bay-united-kingdom,"Ganavan Bay, United Kingdom",United Kingdom,1
flores-portugal,"Flores, Portugal",Portugal,1
flor-norway,"Florø, Norway",Norway,1
flamingo-bay-virgin-islands-u-s-,"Flamingo Bay, Virgin Islands (U.S.)",Virgin Islands (U.S.),1
fiumicino-italy,"Fiumicino, Italy",Italy,1
fish-camp-ak-united-states,"Fish Camp, AK, United States",United States,1
fionnaphort-united-kingdom,"Fionnaphort, United Kingdom",United Kingdom,1
filizi-greece,"Filizi, Greece",Greece,1
filicudi-porto-italy,"Filicudi Porto, Italy",Italy,1
fighting-bay-new-zealand,"Fighting Bay, New Zealand",New Zealand,1
feolin-ferry-united-kingdom,"Feolin Ferry, United Kingdom",United Kingdom,1
fauske-norway,"Fauske, Norway",Norway,1
farewell-nl-canada,"Farewell, NL, Canada",Canada,1
fano-denmark,"Fano, Denmark",Denmark,1
false-pass-ak-united-states,"False Pass, AK, United States",United States,1
fakarava-french-polynesia,"Fakarava, French Polynesia",French Polynesia,1
fakaofo-tokelau,"Fakaofo, Tokelau",Tokelau,1
fair-isle-united-kingdom,"Fair Isle, United Kingdom",United Kingdom,1
evie-united-kingdom,"Evie, United Kingdom",United Kingdom,1
everett-wa-united-states,"Everett, WA, United States",United States,1
estepona-spain,"Estepona, Spain",Spain,1
esquimalt-bc-canada,"Esquimalt, BC, Canada",Canada,1
esperanza-bc-canada,"Esperanza, BC, Canada",Canada,1
florence-or-united-states,"Florence, OR, United States",United States,1
fogo-island-nl-canada,"Fogo Island, NL, Canada",Canada,1
dania-beach-fl-united-states,"Dania Beach, FL, United States",United States,1
fomboni-moheli-comoros,"Fomboni Moheli, Comoros",Comoros,1
gambier-harbour-bc-canada,"Gambier Harbour, BC, Canada",Canada,1
galway-ireland,"Galway, Ireland",Ireland,1
gallows-bay-bonaire-sint-eustatius-and-saba,"Gallows Bay, Bonaire, Sint Eustatius and Saba","Bonaire, Sint Eustatius and Saba",1
gahdhoo-maldives,"Gahdhoo, Maldives",Maldives,1
gaeta-italy,"Gaeta, Italy",Italy,1
gabriola-bc-canada,"Gabriola, BC, Canada",Canada,1
fuzhou-china,"Fuzhou, China",China,1
fuvahmulah-maldives,"Fuvahmulah, Maldives",Maldives,1
funningsfjordur-faroe-islands,"Funningsfjordur, Faroe Islands",Faroe Islands,1
funafuti-tuvalu,"Funafuti, Tuvalu",Tuvalu,1
frigate-bay-saint-kitts-and-nevis,"Frigate Bay, Saint Kitts and Nevis",Saint Kitts and Nevis,1
friedrichshafen-germany,"Friedrichshafen, Germany",Germany,1
fresh-creek-bahamas,"Fresh Creek, Bahamas",Bahamas,1
french-creek-bc-canada,"French Creek, BC, Canada",Canada,1
freetown-sierra-leone,"Freetown, Sierra Leone",Sierra Leone,1
freeport-tx-united-states,"Freeport, TX, United States",United States,1
frederiksted-virgin-islands-u-s-,"Frederiksted, Virgin Islands (U.S.)",Virgin Islands (U.S.),1
four-mile-bluff-tas-australia,"Four Mile Bluff, TAS, Australia",Australia,1
fortune-nl-canada,"Fortune, NL, Canada",Canada,1
fort-dauphin-madagascar,"Fort Dauphin, Madagascar",Madagascar,1
forestville-qc-canada,"Forestville, QC, Canada",Canada,1
esbjerg-denmark,"Esbjerg, Denmark",Denmark,1
endrup-denmark,"Endrup, Denmark",Denmark,1
emmonak-ak-united-states,"Emmonak, AK, United States",United States,1
emi-japan,"Emi, Japan",Japan,1
douala-cameroon,"Douala, Cameroon",Cameroon,1
donaghadee-united-kingdom,"Donaghadee, United Kingdom",United Kingdom,1
domburg-netherlands,"Domburg, Netherlands",Netherlands,1
dodge-cove-bc-canada,"Dodge Cove, BC, Canada",Canada,1
ditella-italy,"Ditella, Italy",Italy,1
dipolog-city-philippines,"Dipolog City, Philippines",Philippines,1
dingwall-ns-canada,"Dingwall, NS, Canada",Canada,1
dillingham-ak-united-states,"Dillingham, AK, United States",United States,1
dikson-russia,"Dikson, Russia",Russia,1
digha-india,"Digha, India",India,1
diego-garcia-british-indian-ocean-territory,"Diego Garcia, British Indian Ocean Territory",British Indian Ocean Territory,1
dickenson-bay-antigua-and-barbuda,"Dickenson Bay, Antigua and Barbuda",Antigua and Barbuda,1
diba-oman,"Diba, Oman",Oman,1
dhuvaafaru-maldives,"Dhuvaafaru, Maldives",Maldives,1
denpasar-indonesia,"Denpasar, Indonesia",Indonesia,1
denman-island-bc-canada,"Denman Island, BC, Canada",Canada,1
deeside-clwyd-united-kingdom,"Deeside Clwyd, United Kingdom",United Kingdom,1
deep-water-bay-china,"Deep Water Bay, China",China,1
deception-qc-canada,"Deception, QC, Canada",Canada,1
das-island-united-arab-emirates,"Das Island, United Arab Emirates",United Arab Emirates,1
daru-papua-new-guinea,"Daru, Papua New Guinea",Papua New Guinea,1
douglas-isle-of-man,"Douglas, Isle of Man",Isle of Man,1
down-craig-united-kingdom,"Down Craig, United Kingdom",United Kingdom,1
dragor-denmark,"Dragor, Denmark",Denmark,1
echo-bay-bc-canada,"Echo Bay, BC, Canada",Canada,1
elk-bay-bc-canada,"Elk Bay, BC, Canada",Canada,1
el-quawef-libya,"El-Quawef, Libya",Libya,1
el-mdano-canary-islands-spain,"El Médano, Canary Islands, Spain",Spain,1
el-djamila-algeria,"El Djamila, Algeria",Algeria,1
egg-island-bc-canada,"Egg Island, BC, Canada",Canada,1
egersund-norway,"Egersund, Norway",Norway,1
eek-ak-united-states,"Eek, AK, United States",United States,1
edya-norway,"Edøya, Norway",Norway,1
edith-point-bc-canada,"Edith Point, BC, Canada",Canada,1
eastbourne-bc-canada,"Eastbourne, BC, Canada",Canada,1
drbak-norway,"Drøbak, Norway",Norway,1
dzhubga-russia,"Dzhubga, Russia",Russia,1
dunvegan-united-kingdom,"Dunvegan, United Kingdom",United Kingdom,1
dunnet-head-united-kingdom,"Dunnet Head, United Kingdom",United Kingdom,1
dunnet-bay-united-kingdom,"Dunnet Bay, United Kingdom",United Kingdom,1
duncanby-bc-canada,"Duncanby, BC, Canada",Canada,1
duncan-town-bahamas,"Duncan Town, Bahamas",Bahamas,1
dubrovnik-croatia,"Dubrovnik, Croatia",Croatia,1
duart-bay-united-kingdom,"Duart Bay, United Kingdom",United Kingdom,1
dryad-point-bc-canada,"Dryad Point, BC, Canada",Canada,1
caldera-chile,"Caldera, Chile",Chile,1
calatrava-philippines,"Calatrava, Philippines",Philippines,1
calama-brazil,"Calama, Brazil",Brazil,1
awashimaura-japan,"Awashimaura, Japan",Japan,1
aupaluk-qc-canada,"Aupaluk, QC, Canada",Canada,1
auki-solomon-islands,"Auki, Solomon Islands",Solomon Islands,1
atalaia-do-norte-brazil,"Atalaia do Norte, Brazil",Brazil,1
atafu-tokelau,"Atafu, Tokelau",Tokelau,1
atafona-brazil,"Atafona, Brazil",Brazil,1
arutua-french-polynesia,"Arutua, French Polynesia",French Polynesia,1
arendal-norway,"Arendal, Norway",Norway,1
ardyne-point-united-kingdom,"Ardyne Point, United Kingdom",United Kingdom,1
ardvasar-united-kingdom,"Ardvasar, United Kingdom",United Kingdom,1
ardneil-bay-united-kingdom,"Ardneil Bay, United Kingdom",United Kingdom,1
ardnacross-united-kingdom,"Ardnacross, United Kingdom",United Kingdom,1
ardmair-united-kingdom,"Ardmair, United Kingdom",United Kingdom,1
ardgour-united-kingdom,"Ardgour, United Kingdom",United Kingdom,1
ardbeg-point-united-kingdom,"Ardbeg Point, United Kingdom",United Kingdom,1
archirondel-jersey,"Archirondel, Jersey",Jersey,1
arawa-papua-new-guinea,"Arawa, Papua New Guinea",Papua New Guinea,1
aracaj-brazil,"Aracajú, Brazil",Brazil,1
aogashima-japan,"Aogashima, Japan",Japan,1
antofagasta-chile,"Antofagasta, Chile",Chile,1
annobon-equatorial-guinea,"Annobon, Equatorial Guinea",Equatorial Guinea,1
angra-do-heroismo-portugal,"Angra do Heroismo, Portugal",Portugal,1
auxiliadora-brazil,"Auxiliadora, Brazil",Brazil,1
aylesford-ns-canada,"Aylesford, NS, Canada",Canada,1
cala-doliva-italy,"Cala d'Oliva, Italy",Italy,1
